,Date,Time,Location,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,Elo_HomeTeam,Elo_AwayTeam,Temperature,Humidity,Wind Speed,Condition
892,2021-12-01,19:30,EGBB,Wolves,Burnley,0,0,D,0,0,D,J Brooks,16,6,2,1,5,7,5,5,2,3,0,0,1.9083333333333337,3.3966666666666665,4.258333333333333,1751.87878418,1706.18823242,43.0,85.70833333333333,13.333333333333334,Light Rain
893,2021-11-30,20:15,EGNM,Leeds,Crystal Palace,1,0,H,0,0,D,K Friend,15,9,3,1,15,15,7,4,5,3,0,0,2.41,3.293333333333333,3.033333333333333,1754.07421875,1737.70422363,48.22222222222222,92.61111111111111,18.833333333333332,Light Rain
894,2021-11-30,19:30,EGNT,Newcastle,Norwich,1,1,D,0,0,D,A Madley,9,16,1,6,8,11,2,5,0,0,0,1,1.975,3.563333333333334,3.8433333333333337,1684.03967285,1642.12145996,49.54545454545455,90.11363636363636,12.431818181818182,Mostly Cloudy
895,2021-11-28,16:30,EGLC,Chelsea,Man United,1,1,D,0,0,D,A Taylor,24,3,6,2,13,14,15,2,2,5,0,0,1.586666666666667,4.034999999999999,5.8,1968.8638916,1883.04882812,36.479166666666664,70.75,10.9375,Fair
896,2021-11-28,14:00,EGNX,Leicester,Watford,4,2,H,3,1,H,A Madley,18,16,8,5,5,19,8,6,0,0,0,0,1.615,4.076666666666667,5.345,1772.5213623,1694.00256348,29.369565217391305,83.30434782608695,7.326086956521739,Fair
897,2021-11-28,14:00,EGLL,Brentford,Everton,1,0,H,1,0,H,D England,6,14,4,5,8,11,3,3,4,3,0,0,2.24,3.2099999999999995,3.4099999999999997,1686.90332031,1753.70983887,34.708333333333336,69.41666666666667,7.645833333333333,Fair
898,2021-11-28,14:00,EGCC,Man City,West Ham,2,1,H,1,0,H,M Oliver,19,5,9,3,7,6,8,4,2,0,0,0,1.29,5.621666666666667,10.26,2016.34301758,1851.3026123,30.375,83.47916666666667,3.75,Fair
899,2021-11-27,17:30,EGKK,Brighton,Leeds,0,0,D,0,0,D,C Pawson,20,11,4,4,12,14,6,1,1,3,0,0,2.061666666666667,3.3983333333333334,3.68,1733.84814453,1753.63391113,38.0,82.08333333333333,18.9375,Light Rain
900,2021-11-27,15:00,EGSH,Norwich,Wolves,0,0,D,0,0,D,S Hooper,14,5,4,2,11,10,4,3,2,2,0,0,3.526666666666667,3.315,2.141666666666667,1639.88220215,1754.11804199,41.04444444444445,87.88888888888889,12.622222222222222,Showers in the Vicinity
901,2021-11-27,15:00,EGGP,Liverpool,Southampton,4,0,H,3,0,H,A Marriner,20,7,6,3,7,14,5,7,0,1,0,0,1.2833333333333334,5.93,9.516666666666667,2000.03137207,1713.22729492,38.979166666666664,56.583333333333336,24.208333333333332,Fair
902,2021-11-27,15:00,EGLC,Crystal Palace,Aston Villa,1,2,A,0,1,A,M Salisbury,8,10,3,3,12,10,7,3,3,3,0,0,2.216666666666667,3.35,3.3033333333333332,1746.875,1739.03308105,39.145833333333336,82.08333333333333,15.041666666666666,Light Rain
903,2021-11-27,12:30,EGLC,Arsenal,Newcastle,2,0,H,0,0,D,S Attwell,24,9,6,5,6,12,4,4,1,3,0,0,1.4533333333333331,4.791666666666667,6.669999999999999,1856.64099121,1688.8692627,39.145833333333336,82.08333333333333,15.041666666666666,Light Rain
904,2021-11-21,14:00,EGCC,Man City,Everton,3,0,H,1,0,H,S Attwell,17,4,7,1,5,7,7,1,1,1,0,0,1.1716666666666666,7.451666666666667,16.59,2003.69042969,1753.02172852,40.729166666666664,77.25,7.416666666666667,Fair
905,2021-11-21,16:30,EGLC,Tottenham,Leeds,2,1,H,0,1,A,A Marriner,13,18,4,7,11,12,4,8,1,4,0,0,1.7166666666666666,3.983333333333333,4.593333333333334,1790.92822266,1755.2232666,44.75,76.9375,9.020833333333334,Fair
906,2021-11-20,17:30,EGGP,Liverpool,Arsenal,4,0,H,1,0,H,M Oliver,19,5,9,3,15,12,6,1,2,0,0,0,1.4666666666666666,4.691666666666666,6.390000000000001,1982.67285156,1860.83227539,50.958333333333336,79.1875,10.541666666666666,Mostly Cloudy
907,2021-11-20,15:00,EGNM,Burnley,Crystal Palace,3,3,D,2,3,A,S Hooper,15,18,9,8,14,15,3,6,2,3,0,0,2.723333333333333,3.1950000000000003,2.6783333333333332,1701.29504395,1742.67553711,47.833333333333336,81.94444444444444,15.61111111111111,Partly Cloudy
908,2021-11-20,15:00,EGBB,Wolves,West Ham,1,0,H,0,0,D,M Dean,15,8,5,3,6,9,7,3,1,1,0,0,3.0050000000000003,3.23,2.436666666666666,1739.28063965,1853.24633789,49.916666666666664,82.22916666666667,6.958333333333333,Mostly Cloudy
909,2021-11-20,12:30,EGNX,Leicester,Chelsea,0,3,A,0,2,A,P Tierney,4,16,3,7,15,8,3,5,3,1,0,0,4.778333333333333,3.685,1.7666666666666666,1774.2713623,1948.95483398,49.1875,79.625,11.208333333333334,Mostly Cloudy
910,2021-11-20,15:00,EGBB,Aston Villa,Brighton,2,0,H,0,0,D,A Taylor,9,6,5,2,7,13,5,7,3,3,0,0,2.4183333333333334,3.2716666666666665,2.99,1723.3795166,1740.40917969,49.916666666666664,82.22916666666667,6.958333333333333,Mostly Cloudy
911,2021-11-20,15:00,EGNT,Newcastle,Brentford,3,3,D,2,2,D,R Jones,23,10,9,4,13,11,8,2,2,2,0,0,2.6233333333333335,3.345,2.6983333333333337,1685.27539062,1681.40454102,47.93333333333333,82.95555555555555,11.933333333333334,Fair
912,2021-11-20,15:00,EGSH,Norwich,Southampton,2,1,H,1,1,D,M Atkinson,8,17,4,5,8,9,5,7,3,2,0,0,3.618333333333334,3.44,2.061666666666667,1625.79211426,1718.22485352,48.87234042553192,87.85106382978724,8.51063829787234,Mostly Cloudy
913,2021-11-20,15:00,EGLL,Watford,Man United,4,1,H,2,0,H,J Moss,20,9,7,3,7,5,9,3,2,1,0,1,6.208333333333333,4.544999999999999,1.4883333333333333,1667.14282227,1890.06103516,49.958333333333336,85.08333333333333,6.458333333333333,Cloudy
914,2021-11-07,16:30,EGLC,West Ham,Liverpool,3,2,H,1,1,D,C Pawson,7,16,3,5,11,6,3,2,1,1,0,0,4.586666666666666,4.058333333333333,1.7049999999999998,1842.0892334,1993.83007812,51.708333333333336,65.3125,11.708333333333334,Fair
915,2021-11-07,14:00,EGNM,Leeds,Leicester,1,1,D,1,1,D,D England,18,9,5,3,12,5,10,5,1,1,0,0,2.748333333333333,3.526666666666667,2.4733333333333336,1755.48327637,1774.01135254,46.717948717948715,73.43589743589743,21.487179487179485,Windy
916,2021-11-07,14:00,EGGP,Everton,Tottenham,0,0,D,0,0,D,C Kavanagh,12,8,2,0,13,17,4,2,2,4,1,0,3.0416666666666665,3.2566666666666664,2.3966666666666665,1752.70605469,1791.24389648,52.0,69.58333333333333,19.5,Showers in the Vicinity
917,2021-11-07,14:00,EGLC,Arsenal,Watford,1,0,H,0,0,D,K Friend,14,7,6,1,6,19,4,2,4,2,0,1,1.385,4.846666666666667,8.205,1857.53588867,1670.43933105,51.708333333333336,65.3125,11.708333333333334,Fair
918,2021-11-06,15:00,EGLL,Brentford,Norwich,1,2,A,0,2,A,J Gillett,19,9,7,5,12,13,6,2,2,3,0,0,1.6166666666666665,3.858333333333333,5.726666666666667,1692.18969727,1615.00708008,52.166666666666664,80.41666666666667,12.8125,Cloudy
919,2021-11-06,12:30,EGCC,Man United,Man City,0,2,A,0,2,A,M Oliver,5,16,1,5,9,12,1,9,1,2,0,0,4.648333333333334,4.043333333333333,1.711666666666667,1898.73583984,1995.015625,51.5625,84.39583333333333,10.875,Cloudy
920,2021-11-06,15:00,EGLC,Chelsea,Burnley,1,1,D,1,0,H,A Marriner,25,5,4,2,6,9,14,2,1,4,0,0,1.2516666666666667,5.896666666666666,12.413333333333334,1955.7791748,1694.47070312,52.9375,76.66666666666667,13.270833333333334,Mostly Cloudy
921,2021-11-06,15:00,EGLC,Crystal Palace,Wolves,2,0,H,0,0,D,G Scott,13,4,6,2,14,13,4,6,2,1,0,0,2.46,3.1366666666666667,3.0533333333333332,1731.37792969,1750.57824707,52.9375,76.66666666666667,13.270833333333334,Mostly Cloudy
922,2021-11-06,17:30,EGKK,Brighton,Newcastle,1,1,D,1,0,H,D Coote,14,6,5,1,16,10,2,5,3,4,1,0,1.6083333333333334,3.91,5.723333333333334,1742.90136719,1682.78320312,51.354166666666664,83.83333333333333,9.791666666666666,Fair
923,2021-11-05,20:00,EGHI,Southampton,Aston Villa,1,0,H,1,0,H,A Madley,9,14,3,3,12,12,10,8,2,2,0,0,1.995,3.6183333333333336,3.69,1710.33093262,1731.27331543,44.75757575757576,82.75757575757575,0.8787878787878788,Fair
924,2021-11-01,20:00,EGBB,Wolves,Everton,2,1,H,2,0,H,M Atkinson,10,14,4,5,10,8,4,3,1,1,0,0,2.2283333333333335,3.233333333333334,3.403333333333333,1743.67163086,1761.70166016,47.5531914893617,80.91489361702128,10.148936170212766,Fair
925,2021-10-31,16:30,EGBB,Aston Villa,West Ham,1,4,A,1,2,A,C Kavanagh,9,21,3,9,7,13,3,6,1,2,1,0,2.776666666666667,3.4883333333333333,2.465,1743.13574219,1838.4543457,49.3,86.82,13.22,Fair
926,2021-10-31,14:00,EGSH,Norwich,Leeds,1,2,A,0,0,D,A Taylor,14,13,3,6,14,23,5,0,1,4,0,0,3.4216666666666664,3.525,2.1016666666666666,1621.50305176,1751.07629395,51.08,85.1,12.8,Fair
927,2021-10-30,17:30,EGLC,Tottenham,Man United,0,3,A,0,1,A,S Attwell,9,10,0,4,12,14,10,2,2,3,0,0,2.9,3.5516666666666663,2.3499999999999996,1801.58044434,1889.19091797,53.75,79.95833333333333,8.479166666666666,Fair
928,2021-10-30,15:00,EGLL,Watford,Southampton,0,1,A,0,1,A,P Bankes,10,12,4,1,16,6,5,8,2,2,0,0,3.111666666666667,3.35,2.315,1679.83911133,1703.0201416,52.208333333333336,83.35416666666667,9.979166666666666,Fair
929,2021-10-30,15:00,EGCC,Man City,Crystal Palace,0,2,A,0,1,A,A Marriner,14,8,3,3,11,11,7,1,2,3,1,0,1.1449999999999998,7.989999999999999,19.023333333333333,2016.25744629,1710.47436523,50.1875,82.8125,7.104166666666667,Fair
930,2021-10-30,15:00,EGGP,Liverpool,Brighton,2,2,D,2,1,H,M Dean,14,9,3,6,8,5,5,3,2,2,0,0,1.235,6.403333333333333,12.045,1996.16723633,1737.0802002,51.1875,81.5,11.854166666666666,Fair
931,2021-10-30,15:00,EGNM,Burnley,Brentford,3,1,H,3,0,H,J Moss,15,12,6,5,7,10,4,2,1,1,0,0,2.646666666666667,3.2183333333333337,2.765,1684.4630127,1704.28637695,46.95238095238095,88.45238095238095,10.61904761904762,Fair
932,2021-10-30,12:30,EGNX,Leicester,Arsenal,0,2,A,0,2,A,M Oliver,16,9,8,5,8,11,7,6,2,0,0,0,2.4616666666666664,3.44,2.8533333333333335,1793.20935059,1848.11206055,48.65217391304348,86.95652173913044,11.673913043478262,Fair
933,2021-10-30,15:00,EGNT,Newcastle,Chelsea,0,3,A,0,0,D,P Tierney,6,19,1,6,14,12,0,2,3,2,0,0,8.63,4.826666666666667,1.3733333333333333,1689.0690918,1949.8536377,47.395833333333336,86.10416666666667,8.166666666666666,Fair
934,2021-10-24,16:30,EGCC,Man United,Liverpool,0,5,A,0,4,A,A Taylor,12,19,4,8,10,8,6,3,6,0,1,0,3.0416666666666665,3.596666666666667,2.24,1904.69458008,1980.66357422,53.1875,80.14583333333333,8.1875,Fair
935,2021-10-24,14:00,EGLC,West Ham,Tottenham,1,0,H,0,0,D,P Tierney,13,7,4,4,11,4,2,4,2,1,0,0,2.35,3.4649999999999994,2.963333333333334,1832.03979492,1807.99511719,55.895833333333336,71.75,8.229166666666666,Cloudy
936,2021-10-24,14:00,EGLL,Brentford,Leicester,1,2,A,0,1,A,S Hooper,15,10,5,6,13,7,9,2,1,1,0,0,2.6466666666666665,3.345,2.6733333333333333,1711.28637695,1786.20935059,55.145833333333336,75.0625,9.270833333333334,Cloudy
937,2021-10-23,12:30,EGLC,Chelsea,Norwich,7,0,H,3,0,H,A Madley,23,3,13,1,14,16,5,0,0,2,0,1,1.1766666666666663,7.13,18.55333333333333,1945.67236328,1625.68432617,53.333333333333336,72.14583333333333,6.354166666666667,Cloudy
938,2021-10-23,15:00,EGHI,Southampton,Burnley,2,2,D,1,1,D,C Kavanagh,16,9,4,5,10,11,6,2,1,3,0,0,1.965,3.4883333333333333,3.8633333333333337,1704.61645508,1682.86669922,53.794117647058826,71.17647058823529,5.588235294117647,Mostly Cloudy
939,2021-10-23,15:00,EGNM,Leeds,Wolves,1,1,D,0,1,A,R Jones,18,8,4,4,15,14,6,3,2,3,0,0,2.445,3.41,2.86,1752.33947754,1742.40844727,49.36363636363637,79.9090909090909,11.295454545454543,Mostly Cloudy
940,2021-10-23,15:00,EGGP,Everton,Watford,2,5,A,1,1,D,G Scott,15,20,4,8,9,13,3,5,4,3,0,0,1.6416666666666668,3.838333333333333,5.465,1782.56091309,1658.97998047,52.375,78.08333333333333,13.020833333333334,Mostly Cloudy
941,2021-10-23,15:00,EGLC,Crystal Palace,Newcastle,1,1,D,0,0,D,D England,15,6,3,2,13,9,3,7,3,4,0,0,1.945,3.558333333333333,3.8633333333333337,1712.15515137,1687.38830566,53.333333333333336,72.14583333333333,6.354166666666667,Cloudy
942,2021-10-23,17:30,EGKK,Brighton,Man City,1,4,A,0,3,A,K Friend,10,23,5,14,10,6,7,6,2,3,0,0,7.5683333333333325,4.69,1.42,1742.23217773,2011.10534668,51.875,76.89583333333333,3.0833333333333335,Mostly Cloudy
943,2021-10-22,20:00,EGLC,Arsenal,Aston Villa,3,1,H,2,0,H,C Pawson,22,10,9,4,17,10,7,4,2,5,0,0,1.8833333333333335,3.67,4.12,1841.01660156,1750.2310791,50.1875,73.72916666666667,12.354166666666666,Fair
944,2021-10-18,20:00,EGLC,Arsenal,Crystal Palace,2,2,D,1,0,H,M Dean,17,9,6,6,7,4,6,4,1,1,0,0,1.625,3.8316666666666666,5.743333333333333,1842.18811035,1704.13903809,58.3125,88.3125,7.270833333333333,Fair
945,2021-10-17,16:30,EGNT,Newcastle,Tottenham,2,3,A,1,3,A,A Marriner,7,14,1,4,13,4,2,9,4,1,1,0,3.47,3.568333333333334,2.063333333333334,1689.61450195,1812.18115234,55.191489361702125,90.65957446808513,3.6595744680851063,Showers in the Vicinity
946,2021-10-17,14:00,EGGP,Everton,West Ham,0,1,A,0,0,D,S Attwell,15,16,2,4,3,3,7,9,0,2,0,0,2.4949999999999997,3.345,2.846666666666667,1787.26208496,1818.10192871,57.4375,88.64583333333333,11.270833333333334,Mostly Cloudy
947,2021-10-16,15:00,EGSH,Norwich,Brighton,0,0,D,0,0,D,P Bankes,15,11,3,3,5,14,8,4,3,5,0,0,3.628333333333334,3.3516666666666666,2.0933333333333333,1619.74389648,1741.32800293,50.104166666666664,84.4375,5.333333333333333,Fair
948,2021-10-16,15:00,EGNX,Leicester,Man United,4,2,H,1,1,D,C Pawson,22,18,11,6,5,17,4,3,0,3,0,0,3.526666666666666,3.5549999999999997,2.063333333333334,1763.58691406,1912.41955566,51.0,80.7872340425532,6.191489361702128,Fair
949,2021-10-16,15:00,EGCC,Man City,Burnley,2,0,H,1,0,H,M Atkinson,15,7,6,2,11,5,6,2,1,0,0,0,1.115,9.073333333333332,21.941666666666663,2001.21240234,1681.6817627,50.645833333333336,84.33333333333333,3.1041666666666665,Fair
950,2021-10-16,15:00,EGBB,Aston Villa,Wolves,2,3,A,0,0,D,M Oliver,14,9,5,4,8,17,6,7,2,3,0,0,2.22,3.235,3.42,1756.60021973,1729.19482422,51.255319148936174,89.59574468085107,4.531914893617022,Fair
951,2021-10-16,15:00,EGHI,Southampton,Leeds,1,0,H,0,0,D,D Coote,19,3,5,0,16,14,8,1,2,3,0,0,2.365,3.4966666666666666,2.931666666666666,1692.40368652,1757.7076416,56.303030303030305,82.3030303030303,2.8181818181818183,Partly Cloudy
952,2021-10-16,17:30,EGLL,Brentford,Chelsea,0,1,A,0,1,A,A Taylor,17,5,7,1,13,8,5,5,1,1,0,0,6.448333333333333,3.811666666666667,1.5783333333333334,1711.51708984,1936.93249512,53.229166666666664,87.97916666666667,3.8125,Fair
953,2021-10-16,12:30,EGLL,Watford,Liverpool,0,5,A,0,2,A,J Moss,6,19,2,8,4,10,1,9,0,0,0,0,8.446666666666667,5.248333333333334,1.3483333333333336,1661.07458496,1963.90649414,53.229166666666664,87.97916666666667,3.8125,Fair
954,2021-10-03,14:00,EGLC,Crystal Palace,Leicester,2,2,D,0,2,A,A Taylor,18,9,4,5,15,11,1,3,2,3,0,0,3.0866666666666673,3.348333333333333,2.3349999999999995,1703.31262207,1764.41333008,55.708333333333336,76.14583333333333,10.229166666666666,Fair
955,2021-10-03,14:00,EGLC,Tottenham,Aston Villa,2,1,H,1,0,H,C Kavanagh,17,14,8,3,11,14,5,8,2,1,0,0,2.1216666666666666,3.4683333333333333,3.465,1806.18444824,1762.59692383,55.708333333333336,76.14583333333333,10.229166666666666,Fair
956,2021-10-03,14:00,EGLC,West Ham,Brentford,1,2,A,0,1,A,P Bankes,18,13,5,6,16,13,11,6,2,3,0,0,1.79,3.591666666666667,4.661666666666666,1830.02624512,1699.59277344,55.708333333333336,76.14583333333333,10.229166666666666,Fair
957,2021-10-03,16:30,EGGP,Liverpool,Man City,2,2,D,0,0,D,P Tierney,6,12,4,3,10,12,3,4,3,3,0,0,2.8516666666666666,3.4916666666666667,2.411666666666666,1963.75427246,2001.36462402,52.6875,81.6875,14.666666666666666,Fair
958,2021-10-02,17:30,EGKK,Brighton,Arsenal,0,0,D,0,0,D,J Moss,21,8,2,2,8,5,8,5,2,1,0,0,3.018333333333333,3.1833333333333336,2.4616666666666664,1739.21679688,1844.29931641,52.916666666666664,91.70833333333331,9.208333333333334,Fair
959,2021-10-02,15:00,EGBB,Wolves,Newcastle,2,1,H,1,1,D,G Scott,7,8,3,2,15,5,0,4,0,2,0,0,1.6666666666666667,3.9933333333333327,5.035,1722.51086426,1696.29846191,50.38297872340426,93.76595744680851,8.191489361702128,Fair
960,2021-10-02,15:00,EGNM,Leeds,Watford,1,0,H,1,0,H,S Hooper,20,5,4,1,10,16,6,3,0,3,0,0,1.7433333333333334,3.835,4.6499999999999995,1752.48852539,1666.2935791,47.51162790697674,94.34883720930232,9.674418604651162,Light Rain
961,2021-10-02,15:00,EGLC,Chelsea,Southampton,3,1,H,1,0,H,M Atkinson,20,6,9,2,11,13,7,2,1,3,0,1,1.3650000000000002,4.81,8.953333333333333,1933.43701172,1695.89904785,54.9375,83.58333333333333,9.854166666666666,Fair
962,2021-10-02,15:00,EGNM,Burnley,Norwich,0,0,D,0,0,D,K Friend,14,10,4,2,13,3,9,5,5,2,0,0,1.8600000000000003,3.565,4.308333333333334,1684.43127441,1616.99438477,47.51162790697674,94.34883720930232,9.674418604651162,Light Rain
963,2021-10-02,12:30,EGCC,Man United,Everton,1,1,D,1,0,H,M Oliver,13,12,6,2,10,9,10,1,1,1,0,0,1.4799999999999998,4.341666666666667,7.140000000000001,1916.83178711,1782.84985352,50.25,89.14583333333333,6.020833333333333,Light Rain
964,2021-09-27,20:00,EGLC,Crystal Palace,Brighton,1,1,D,1,0,H,A Marriner,8,8,3,4,12,10,6,5,2,3,0,0,3.0316666666666667,3.126666666666667,2.5016666666666665,1708.0916748,1744.59936523,61.208333333333336,71.85416666666667,12.6875,Fair
965,2021-09-26,16:30,EGLC,Arsenal,Tottenham,3,1,H,3,0,H,C Pawson,12,10,7,4,12,13,4,4,2,1,0,0,2.24,3.266666666666667,3.356666666666667,1839.76965332,1820.10229492,64.125,80.39583333333333,6.708333333333333,Fair
966,2021-09-26,14:00,EGHI,Southampton,Wolves,0,1,A,0,0,D,A Madley,18,5,6,3,12,8,5,5,0,0,0,0,2.64,3.1999999999999997,2.7900000000000005,1709.52844238,1719.04333496,64.2258064516129,79.48387096774194,8.516129032258064,Mostly Cloudy
967,2021-09-25,15:00,EGNX,Leicester,Burnley,2,2,D,1,2,A,C Kavanagh,22,9,5,3,10,8,8,4,2,4,0,0,1.5766666666666669,3.9983333333333326,6.0200000000000005,1786.0378418,1686.12011719,64.82222222222222,81.22222222222223,6.2444444444444445,Mostly Cloudy
968,2021-09-25,15:00,EGGP,Everton,Norwich,2,0,H,1,0,H,D Coote,11,10,4,2,12,9,6,4,2,3,0,0,1.615,3.826666666666666,5.890000000000001,1782.40405273,1627.60205078,65.4375,87.20833333333333,4.666666666666667,Mostly Cloudy
969,2021-09-25,15:00,EGNM,Leeds,West Ham,1,2,A,1,0,H,K Friend,15,20,5,7,10,6,5,7,3,2,0,0,3.036666666666666,3.605,2.263333333333333,1764.4954834,1826.13647461,63.09756097560975,87.8780487804878,5.463414634146342,Partly Cloudy
970,2021-09-25,12:30,EGCC,Man United,Aston Villa,0,1,A,0,0,D,M Dean,28,7,4,3,9,13,5,5,2,2,0,0,1.385,5.0616666666666665,7.896666666666667,1930.84899902,1754.82104492,64.375,89.125,2.875,Cloudy
971,2021-09-25,15:00,EGLL,Watford,Newcastle,1,1,D,0,1,A,J Gillett,15,20,4,6,19,12,5,6,4,3,0,0,2.235,3.328333333333333,3.311666666666666,1671.1541748,1701.59960938,62.416666666666664,89.29166666666667,4.3125,Cloudy
972,2021-09-25,17:30,EGLL,Brentford,Liverpool,3,3,D,1,1,D,S Attwell,12,16,4,6,8,7,2,11,1,1,0,0,6.913333333333334,4.385,1.4733333333333334,1698.66796875,1962.58789062,62.416666666666664,89.29166666666667,4.3125,Cloudy
973,2021-09-25,12:30,EGLC,Chelsea,Man City,0,1,A,0,0,D,M Oliver,5,15,0,4,12,10,4,13,3,2,0,0,2.671666666666667,3.2416666666666667,2.7550000000000003,1955.00964355,2012.0925293,63.416666666666664,86.41666666666667,3.9583333333333335,Cloudy
974,2021-09-19,14:00,EGKK,Brighton,Leicester,2,1,H,1,0,H,S Attwell,12,14,5,3,8,10,4,9,2,1,0,0,2.7249999999999996,3.1833333333333336,2.6999999999999997,1735.53198242,1795.10522461,60.0625,88.47916666666667,4.166666666666667,Fair
975,2021-09-19,14:00,EGLC,West Ham,Man United,1,2,A,1,1,D,M Atkinson,13,17,4,10,5,8,2,11,0,0,0,0,4.453333333333333,3.8833333333333337,1.76,1832.21557617,1924.77001953,63.458333333333336,85.66666666666667,4.479166666666667,Mist
976,2021-09-19,16:30,EGLC,Tottenham,Chelsea,0,3,A,0,0,D,P Tierney,8,20,2,10,4,15,5,11,0,1,0,0,4.913333333333334,3.7616666666666663,1.718333333333333,1829.84143066,1945.27050781,63.458333333333336,85.66666666666667,4.479166666666667,Mist
977,2021-09-18,17:30,EGBB,Aston Villa,Everton,3,0,H,0,0,D,C Pawson,15,11,3,1,7,10,5,4,1,1,0,0,2.3699999999999997,3.315,3.0333333333333337,1739.43603516,1797.7890625,60.29545454545455,86.9090909090909,3.863636363636364,Fair
978,2021-09-18,15:00,EGSH,Norwich,Watford,1,3,A,1,1,D,R Jones,12,12,5,8,10,14,4,8,1,1,0,0,2.16,3.338333333333333,3.463333333333334,1639.43774414,1659.31848145,63.1875,80.6875,5.75,Fair
979,2021-09-18,15:00,EGCC,Man City,Southampton,0,0,D,0,0,D,J Moss,18,10,1,2,5,12,8,5,0,2,0,0,1.1416666666666666,8.246666666666668,18.37,2019.66711426,1701.95385742,63.645833333333336,74.47916666666667,3.0833333333333335,Fair
980,2021-09-18,15:00,EGGP,Liverpool,Crystal Palace,3,0,H,1,0,H,A Madley,25,13,10,2,17,11,10,5,3,1,0,0,1.21,6.6450000000000005,13.683333333333332,1958.3963623,1712.2833252,64.91666666666667,77.20833333333333,4.8125,Partly Cloudy
981,2021-09-18,15:00,EGNM,Burnley,Arsenal,0,1,A,0,1,A,A Taylor,18,13,3,3,9,8,8,3,2,1,0,0,3.828333333333333,3.4616666666666664,2.0016666666666665,1691.24206543,1834.64782715,61.0,76.79069767441861,5.372093023255814,Fair
982,2021-09-18,12:30,EGBB,Wolves,Brentford,0,2,A,0,2,A,D England,11,9,0,3,10,7,4,2,4,2,0,1,1.8816666666666664,3.2583333333333333,4.838333333333334,1733.49060059,1684.22070312,60.29545454545455,86.9090909090909,3.863636363636364,Fair
983,2021-09-17,20:00,EGNT,Newcastle,Leeds,1,1,D,1,1,D,M Dean,17,22,7,9,9,11,4,5,2,2,0,0,2.9916666666666667,3.606666666666666,2.3016666666666663,1700.48510742,1765.60998535,58.369565217391305,80.54347826086956,3.8260869565217392,Fair
984,2021-09-13,20:00,EGGP,Everton,Burnley,3,1,H,0,0,D,M Atkinson,14,11,6,6,3,6,4,6,1,1,0,0,1.725,3.6633333333333336,5.0,1790.84277344,1699.07629395,59.17021276595744,85.76595744680851,8.702127659574469,Mostly Cloudy
985,2021-09-12,16:30,EGNM,Leeds,Liverpool,0,3,A,0,1,A,C Pawson,9,30,4,9,9,8,2,11,2,1,1,0,4.345,3.9916666666666663,1.755,1773.81262207,1947.64782715,55.73809523809524,83.88095238095238,5.928571428571429,Fair
986,2021-09-11,15:00,EGLL,Brentford,Brighton,0,1,A,0,0,D,G Scott,7,4,1,2,9,12,1,6,3,2,0,0,2.8216666666666668,3.1316666666666664,2.661666666666666,1692.49609375,1728.14465332,65.5625,72.0,9.25,Mostly Cloudy
987,2021-09-11,15:00,EGCC,Man United,Newcastle,4,1,H,1,0,H,A Taylor,21,12,7,3,9,2,7,3,1,0,0,0,1.19,7.093333333333334,14.736666666666666,1932.66442871,1705.55224609,62.375,84.20833333333333,7.583333333333333,Mostly Cloudy
988,2021-09-11,12:30,EGLC,Crystal Palace,Tottenham,3,0,H,0,0,D,J Moss,18,2,4,1,13,15,8,2,2,1,0,1,4.258333333333334,3.3866666666666667,1.9233333333333331,1692.80236816,1854.26953125,66.66666666666667,71.5,9.8125,Mostly Cloudy
989,2021-09-11,15:00,EGLC,Arsenal,Norwich,1,0,H,0,0,D,M Oliver,30,10,7,1,9,11,8,4,1,2,0,0,1.5016666666666667,4.433333333333334,6.291666666666667,1831.81530762,1643.15820312,66.66666666666667,71.5,9.8125,Mostly Cloudy
990,2021-09-11,15:00,EGNX,Leicester,Man City,0,1,A,0,0,D,P Tierney,6,25,1,8,4,11,5,8,1,2,0,0,5.695,4.151666666666666,1.5783333333333334,1800.70239258,2012.69262695,63.95744680851064,80.44680851063829,10.74468085106383,Mostly Cloudy
991,2021-09-11,15:00,EGHI,Southampton,West Ham,0,0,D,0,0,D,D Coote,11,13,3,3,10,12,5,4,3,1,0,1,2.8766666666666665,3.4466666666666668,2.431666666666667,1699.46166992,1828.10974121,64.9090909090909,68.93939393939394,5.7272727272727275,Mostly Cloudy
992,2021-09-11,15:00,EGLL,Watford,Wolves,0,2,A,0,0,D,P Bankes,6,14,2,5,15,13,6,8,3,3,0,0,3.3366666666666664,3.17,2.293333333333333,1670.37487793,1723.32214355,65.5625,72.0,9.25,Mostly Cloudy
993,2021-09-11,17:30,EGLC,Chelsea,Aston Villa,3,0,H,1,0,H,S Attwell,12,18,4,6,11,11,4,11,1,4,0,0,1.3,5.335,10.861666666666666,1938.49023438,1745.50012207,66.66666666666667,71.5,9.8125,Mostly Cloudy
994,2021-08-29,16:30,EGBB,Wolves,Man United,0,1,A,0,0,D,M Dean,15,10,6,3,7,9,5,7,3,4,0,0,4.89,3.4933333333333336,1.7933333333333332,1727.20910645,1928.77746582,58.604166666666664,77.64583333333333,8.041666666666666,Mostly Cloudy
